Timestamp, Temperature (Celsius), Power Input (Watts), Current Input (Amperes), Voltage (Volts)
1703708151, 32.501, 3747.51, 13.3155, 200.724
1703711751, 39.2753, 1204.1, 15.5859, 240.207
1703715351, 30.0192, 1747.59, 19.7628, 230.986
1703718951, 37.1872, 1746.44, 14.2242, 207.039
1703722551, 21.4682, 2401.47, 10.7179, 215.182
1703726151, 27.9478, 2177.73, 6.82104, 249.753
1703729751, 39.9752, 1272.71, 18.4594, 241.45
1703733351, 30.0463, 2300.31, 16.7899, 223.735
1703736951, 34.0984, 1195.58, 13.3786, 247.468
1703740551, 25.4245, 1668.9, 15.6907, 223.464
1703744151, 32.1557, 1189.86, 5.28057, 226.071
1703747751, 20.6743, 2933.01, 9.58827, 249.545
1703751351, 28.0285, 3019.12, 8.86617, 223.483
1703754951, 27.3848, 4729.67, 11.3123, 215.715
1703758551, 35.2042, 2334.83, 6.04213, 219.348
1703762151, 29.8854, 1859.44, 5.65697, 241.177
1703765751, 29.381, 1146.06, 7.83906, 231.12
1703769351, 33.1746, 1326.73, 18.7746, 201.492
1703772951, 30.9238, 3698.78, 7.14088, 206.382
1703776551, 30.5971, 2566.77, 6.82448, 208.739
1703780151, 29.2313, 3198.04, 14.0994, 249.483
1703783751, 35.0239, 4239.08, 6.16352, 217.477
1703787351, 24.1803, 4553.96, 18.3765, 226.735
1703790951, 37.6091, 2720.15, 10.6458, 225.215
1703794551, 37.3271, 1811.21, 12.2555, 249.148
1703798151, 21.5757, 2599.81, 10.5447, 200.012
1703801751, 20.2138, 4567.82, 11.2292, 210.514
1703805351, 32.9371, 3441.25, 19.4202, 229.933
1703808951, 24.1197, 2281.6, 15.9802, 232.663
1703812551, 39.9989, 4781.22, 9.07547, 246.353
1703816151, 25.4753, 4867.62, 15.7799, 230.296
1703819751, 27.7679, 2503.26, 13.7644, 228.341
1703823351, 33.0473, 2081.68, 9.01602, 206.618
1703826951, 31.7984, 3509.54, 12.0907, 249.842
1703830551, 34.2898, 2433.1, 7.41383, 217.39
1703834151, 39.9971, 4219.59, 5.29649, 240.92
1703837751, 23.3852, 3783.68, 6.34327, 224.566
1703841351, 31.6111, 1563.4, 14.625, 240.663
1703844951, 23.2887, 2696.62, 18.2343, 214.426
1703848551, 27.7494, 1092.43, 9.95098, 204.726
1703852151, 33.0685, 1617.98, 19.8131, 218.796
1703855751, 37.7143, 1165.3, 8.15592, 238.549
1703859351, 37.0843, 4058.4, 19.008, 200.746
1703862951, 37.1555, 3755.37, 8.28323, 222.782
1703866551, 29.2318, 2132.26, 6.81089, 215.776
1703870151, 33.6279, 2343.12, 18.3969, 228.052
1703873751, 20.2841, 4630.99, 6.32333, 219.466
1703877351, 21.5314, 4188.82, 16.3772, 235.479
1703880951, 39.904, 1131.54, 12.3086, 236.99
1703884551, 39.9743, 4902.46, 7.14351, 217.966
1703888151, 38.7122, 3691.22, 9.98036, 232.493
1703891751, 23.2443, 1829.1, 12.1228, 211.666
1703895351, 33.6947, 3536.48, 6.14461, 206.729
1703898951, 30.0399, 1171.88, 8.3655, 213.008
1703902551, 34.9145, 2277.79, 17.2086, 244.152
1703906151, 35.4722, 1242.27, 11.7978, 201.276
1703909751, 33.2851, 3806.4, 8.23201, 239.556
1703913351, 22.249, 2695.12, 11.7983, 216.809
1703916951, 32.9471, 2900.78, 16.8238, 203.063
1703920551, 36.744, 2526.86, 13.937, 226.415
1703924151, 39.6049, 3688.55, 17.2887, 226.953
1703927751, 38.8665, 1579.4, 14.7288, 216.826
1703931351, 30.2867, 3880.96, 7.54708, 238.791
1703934951, 20.2388, 1263.51, 8.0185, 211.458
1703938551, 25.3258, 3285.48, 17.4079, 211.506
1703942151, 37.3549, 2595.88, 16.8405, 234.867
1703945751, 21.6145, 3528.37, 19.6322, 205.881
1703949351, 23.126, 2486.34, 15.969, 210.906
1703952951, 34.3396, 2547.31, 5.97122, 236.974
1703956551, 38.7596, 1962.36, 8.29962, 201.04
1703960151, 26.0581, 3220.24, 16.337, 201.765
1703963751, 29.1435, 4834.45, 14.9413, 224.662
1703967351, 27.2426, 2579.47, 5.7973, 245.203
1703970951, 33.057, 2421.89, 17.9121, 242.299
1703974551, 35.6723, 1681.34, 9.10567, 219.031
1703978151, 30.202, 1922.06, 18.9701, 208.884
1703981751, 38.7529, 3306.78, 10.519, 215.541
1703985351, 33.1235, 1262.09, 17.913, 221.251
1703988951, 23.1864, 1019.91, 13.2235, 241.465
1703992551, 31.4243, 3088.77, 12.468, 207.19
1703996151, 20.4808, 2820.58, 6.53493, 223.618
1703999751, 34.9557, 1651.82, 14.9656, 249.948
1704003351, 31.7697, 4593.63, 10.1997, 207.378
1704006951, 20.2661, 2547.07, 9.20031, 215.436
1704010551, 21.3996, 4477.1, 11.0135, 246.546
1704014151, 24.0426, 3559.89, 12.0801, 237.916
1704017751, 23.6591, 4497.93, 7.23129, 209.935
1704021351, 24.4031, 3856.93, 9.86693, 207.857
1704024951, 37.7426, 4529.43, 15.521, 239.909
1704028551, 33.4217, 2554.29, 15.2824, 242.61
1704032151, 36.4469, 1656.15, 14.5644, 204.267
1704035751, 28.8539, 2406.95, 6.49686, 202.991
1704039351, 27.5911, 2796.57, 7.86348, 208.781
1704042951, 28.6632, 1188.5, 16.144, 229.663
1704046551, 31.9897, 4441.16, 12.0175, 219.931
1704050151, 25.5477, 4863.02, 6.58251, 211.629
1704053751, 24.1766, 1279.84, 13.5756, 207.96
1704057351, 36.3908, 1021.37, 18.4621, 222.394
1704060951, 32.4182, 2114.68, 13.6579, 225.615
1704064551, 33.1595, 2209.53, 11.6604, 245.873
1704068151, 30.0103, 1082.76, 16.4199, 249.727
1704071751, 23.027, 2717.92, 10.7752, 217.229
1704075351, 27.0644, 1556.25, 12.6331, 231.552
1704078951, 38.7357, 3414.74, 16.6408, 223.864
1704082551, 27.7401, 3121.96, 9.26339, 219.773
1704086151, 37.5968, 3324.97, 15.4118, 208.07
1704089751, 34.5641, 3784.38, 18.7863, 238.118
1704093351, 35.087, 4322.13, 16.9376, 207.984
1704096951, 33.6348, 2829.33, 8.65547, 206.348
1704100551, 35.286, 1874.19, 19.3765, 242.019
1704104151, 39.106, 3283.67, 6.30167, 227.229
1704107751, 26.1099, 3354.57, 14.664, 214.426
1704111351, 27.5893, 3824.71, 12.4022, 204.088
1704114951, 38.5742, 2779.33, 10.9041, 246.227
1704118551, 33.9483, 1513.44, 9.78653, 206.943
1704122151, 20.0026, 3003.51, 11.2782, 205.061
1704125751, 30.4614, 4116.96, 11.396, 231.337
1704129351, 34.2419, 3880.82, 5.20454, 247.746
1704132951, 39.77, 3495.46, 6.14802, 238.146
1704136551, 34.4659, 1321.91, 9.3812, 243.069
1704140151, 38.4842, 4449.6, 13.7942, 201.215
1704143751, 34.9964, 1217.65, 7.73985, 240.554
1704147351, 24.8863, 3459.61, 11.2694, 239.714
1704150951, 39.5086, 1894.06, 18.0761, 200.663
1704154551, 23.359, 2097.3, 15.5796, 206.99
1704158151, 39.8075, 3380.63, 5.66545, 233.47
1704161751, 34.7438, 2045.02, 8.23438, 243.58
1704165351, 28.0843, 1184.22, 16.5636, 211.624
1704168951, 24.1633, 2426.01, 6.23806, 210.214
1704172551, 25.6701, 2897.42, 17.7508, 217.586
1704176151, 25.9289, 1657.44, 18.0888, 207.5
1704179751, 38.3376, 2746.13, 19.7183, 210.872
1704183351, 35.5873, 2464.03, 7.51132, 221.715
1704186951, 39.2597, 1006.63, 19.9879, 228.455
1704190551, 22.6613, 2917.67, 8.37442, 207.484
1704194151, 25.6016, 2875.79, 15.9443, 238.211
1704197751, 36.6163, 4536.09, 9.28356, 239.11
1704201351, 33.2019, 4172.23, 10.0617, 237.52
1704204951, 29.8593, 4812.13, 13.2342, 236.329
1704208551, 35.9144, 3373, 19.6175, 231.587
1704212151, 21.1544, 1073.45, 8.38362, 207.742
1704215751, 35.1823, 3448.32, 9.28277, 217.616
1704219351, 28.0788, 4747.06, 17.2898, 244.734
1704222951, 35.7429, 3643.22, 11.0812, 230.039
1704226551, 37.9767, 3479.39, 17.9612, 217.504
1704230151, 21.7992, 2058.99, 14.8321, 201.305
1704233751, 31.03, 2173.58, 8.49628, 241.801
1704237351, 28.4685, 3278.94, 15.3489, 226.533
1704240951, 24.2424, 3337.7, 19.3738, 207.652
1704244551, 31.9117, 2416.17, 11.8098, 202.578
1704248151, 29.2633, 2194.06, 13.0372, 244.772
1704251751, 34.4901, 1322.43, 11.1428, 239.637
1704255351, 20.234, 4324.9, 12.9049, 201.314
1704258951, 31.0592, 3105.92, 9.55544, 227.972
1704262551, 27.4039, 4410.8, 13.7565, 217.322
1704266151, 20.8436, 2799.31, 18.4031, 203.056
1704269751, 31.4869, 2766.09, 12.941, 208.696
1704273351, 26.5747, 3657.09, 19.6452, 237.037
1704276951, 32.3443, 1541.69, 5.93718, 227.665
1704280551, 37.3501, 2828.3, 9.41698, 213.577
1704284151, 28.9605, 4003.33, 17.3778, 238.656
1704287751, 30.3357, 1420.66, 12.1549, 214.159
1704291351, 34.241, 4115.54, 16.4487, 214.138
1704294951, 20.7034, 1937.61, 15.6244, 201.322
1704298551, 38.6751, 1915.78, 7.40661, 201.212
1704302151, 21.6411, 3686.69, 10.9324, 213.649
1704305751, 36.5231, 3323.83, 11.6826, 240.2
1704309351, 33.596, 2288.82, 11.7555, 249.464
1704312951, 38.1668, 1264.08, 5.3506, 206.748
1704316551, 25.988, 1482.98, 5.77433, 230.973
1704320151, 32.5099, 1527.65, 10.672, 203.191
1704323751, 33.1987, 2113.08, 16.7769, 246.715
1704327351, 37.3076, 2080.75, 12.2731, 234.494
1704330951, 21.2593, 2948.59, 7.59392, 215.624
1704334551, 33.1146, 3824.53, 8.95829, 231.086
1704338151, 39.6891, 1385.21, 14.2089, 203.845
1704341751, 29.7492, 2106.84, 8.13612, 244.76
1704345351, 28.584, 4536.52, 11.2122, 201.93
1704348951, 31.4566, 4566.47, 19.3991, 231.715
1704352551, 30.1392, 3228.91, 8.7035, 232.972
1704356151, 36.6167, 1541.73, 15.4276, 233.706
1704359751, 25.053, 4655.8, 5.6192, 208.572
1704363351, 34.1972, 1230.52, 15.2613, 214.586
1704366951, 31.4367, 4219.96, 17.486, 222.125
1704370551, 34.7478, 2229.56, 12.4691, 244.379
1704374151, 22.1932, 3268.36, 6.37543, 248.843
1704377751, 31.5648, 2776.51, 18.0542, 214.327
1704381351, 21.4905, 3769.21, 13.8115, 226.838
1704384951, 39.5411, 2932.63, 15.324, 208.127
1704388551, 35.0357, 1777.24, 14.9826, 217.466
1704392151, 36.7975, 3512.58, 14.0254, 223.416
1704395751, 26.4677, 4820.35, 15.3394, 224.89
1704399351, 23.3473, 2436.38, 12.6817, 215.391
1704402951, 26.0572, 4373, 17.4096, 206.443
1704406551, 36.6603, 2670.28, 17.3397, 246.444
1704410151, 22.4037, 3829.25, 6.76842, 204.529
1704413751, 34.4904, 3282.74, 11.4365, 237.77
1704417351, 31.6962, 2808.4, 13.1787, 237.738
1704420951, 26.8174, 1591.71, 16.7376, 222.612
1704424551, 22.5144, 1070.88, 18.7138, 244.707
1704428151, 28.2177, 1836.25, 16.1476, 246.625
1704431751, 32.8102, 1742.73, 14.1465, 244.728
1704435351, 32.5261, 3410.12, 10.2673, 230.055
1704438951, 22.0757, 4620.84, 14.8514, 203.596
1704442551, 39.7185, 1628.17, 9.99549, 242.928
1704446151, 24.9505, 3700.54, 19.4011, 209.254
1704449751, 31.8087, 3145.1, 5.31998, 217.542
1704453351, 38.0085, 2527.54, 6.02661, 220.254
1704456951, 30.41, 2743.95, 13.4089, 213.229
1704460551, 27.3527, 2189.93, 16.0556, 238.602
1704464151, 38.4427, 1165.18, 14.8071, 203.849
1704467751, 25.8989, 3226.16, 15.933, 220.361
1704471351, 24.3229, 1760.22, 5.19439, 207.164
1704474951, 39.6094, 4709.53, 18.321, 223.959
1704478551, 22.7177, 1004.84, 14.0105, 230.689
1704482151, 26.8542, 2049.18, 15.1766, 225.164
1704485751, 24.0967, 3571.3, 16.9938, 231.248
1704489351, 36.7796, 4493.8, 6.64528, 246.622
1704492951, 27.4487, 3929.73, 8.30189, 229.823
1704496551, 33.0775, 2296.69, 10.6402, 220.083
1704500151, 37.6713, 4857.35, 8.62828, 238.452
1704503751, 25.9293, 2482.05, 10.6617, 202.528
1704507351, 37.8773, 4809.16, 15.0992, 223.77
1704510951, 37.219, 3429.83, 19.9359, 203.443
1704514551, 25.6157, 3993.43, 6.02543, 237.964
1704518151, 27.4154, 1099.61, 8.63949, 244.16
1704521751, 20.2244, 3035.9, 18.0505, 203.438
1704525351, 36.6174, 3683.69, 12.6626, 227.384
1704528951, 35.0006, 1718.48, 18.5727, 201.13
1704532551, 25.5401, 3251.51, 16.6957, 239.684
1704536151, 38.7863, 1610.96, 8.11197, 231.23
1704539751, 35.784, 4435.94, 14.8943, 223.772
1704543351, 25.6295, 3400.84, 12.8318, 240.086
1704546951, 37.0161, 1500.13, 16.3002, 244.047
1704550551, 21.8055, 3409.1, 16.3203, 203.74
1704554151, 32.2164, 2981.97, 5.22558, 225.077
1704557751, 21.2718, 2750.69, 19.8481, 224.843
1704561351, 28.5672, 1838.39, 19.737, 227.946
1704564951, 21.9535, 2706.83, 14.1535, 227.179
1704568551, 38.2806, 1696.11, 10.5393, 229.503
1704572151, 24.7624, 2759.86, 13.3725, 205.834
1704575751, 29.708, 3988.3, 15.6027, 237.092
1704579351, 21.1505, 3050.81, 13.3805, 237.988
1704582951, 27.6584, 2618.82, 11.039, 241.847
1704586551, 32.7677, 3380.88, 11.0469, 243.454
1704590151, 20.5537, 3206.17, 5.86075, 212.452
1704593751, 27.2257, 1850.62, 19.8197, 244.473
1704597351, 32.9334, 2548, 17.227, 202.085
1704600951, 27.515, 3779.85, 5.91867, 221.252
1704604551, 30.8501, 1204.72, 6.50221, 225.038
1704608151, 23.4966, 3001.59, 10.5659, 217.64
1704611751, 35.7386, 3257.17, 14.945, 230.029
1704615351, 31.4143, 2578.11, 10.2039, 213.577
1704618951, 20.8338, 4522.5, 16.0675, 210.397
1704622551, 24.4845, 2403.47, 9.97176, 213.252
1704626151, 35.0277, 1480.79, 19.5149, 215.854
1704629751, 35.4492, 1694.21, 8.5821, 205.391
1704633351, 22.8394, 3982.18, 12.8238, 206.93
1704636951, 33.6674, 2275.83, 15.6784, 215.702
1704640551, 36.514, 2244.71, 19.5529, 208.158
1704644151, 38.6263, 2662.53, 7.6027, 249.39
1704647751, 35.9938, 1139.13, 12.5901, 223.265
1704651351, 24.9539, 1278.83, 8.98371, 231.866
1704654951, 25.3792, 2979.21, 9.72362, 249.836
1704658551, 34.5148, 3271.02, 10.0396, 202.795
1704662151, 20.0452, 2236.07, 9.36723, 212.83
1704665751, 37.7227, 1399.18, 19.4739, 248.922
1704669351, 35.2868, 2888.01, 15.2479, 230.679
1704672951, 27.0915, 3727, 7.75784, 242.713
1704676551, 24.0318, 2853.81, 16.4163, 208.709
1704680151, 23.4162, 2798.7, 6.0566, 249.412
1704683751, 39.162, 2884.57, 13.6778, 224.196
1704687351, 24.8236, 3822.47, 5.32446, 248.219
1704690951, 29.7742, 1297.51, 6.23755, 204.629
1704694551, 32.8562, 2365.87, 18.1024, 208.529
1704698151, 31.3836, 1314.96, 11.2954, 229.021
1704701751, 32.308, 1363.79, 10.7985, 236.888
1704705351, 37.2584, 2256.64, 17.3673, 245.911
1704708951, 38.8117, 1866.66, 13.2072, 236.376
1704712551, 29.9317, 3208.3, 5.32557, 226.107
1704716151, 34.5935, 3074.99, 19.8927, 215.269
1704719751, 32.1637, 2362.19, 14.7823, 242.455
1704723351, 25.2768, 4437.61, 17.8328, 227.36
1704726951, 25.5608, 2562.65, 16.6125, 249.706
1704730551, 27.7494, 4086.67, 16.5574, 201.229
1704734151, 29.4476, 2817.32, 14.51, 241.068
1704737751, 28.7833, 3633.04, 18.6366, 243.778
1704741351, 20.2952, 1740.11, 14.1689, 221.243
1704744951, 27.3648, 2949.62, 19.8568, 228.845
1704748551, 24.3797, 4945.47, 15.6153, 221.279
1704752151, 39.5039, 1151.44, 7.67417, 239.681
1704755751, 39.9003, 1898.23, 13.025, 237.951
1704759351, 37.3548, 1765.48, 5.08384, 201.17
1704762951, 27.6209, 2498.6, 19.1582, 223.701
1704766551, 22.2763, 1453.73, 17.9945, 203.511
1704770151, 28.5126, 2843.45, 10.8312, 218.309
1704773751, 24.4564, 1378.6, 14.6303, 215.9
1704777351, 32.9023, 1056.12, 15.0111, 212.493
1704780951, 37.0585, 4182.04, 13.429, 234.325
1704784551, 30.9316, 4384.73, 15.9675, 214.284
1704788151, 20.4749, 4226.63, 17.5399, 227.384
1704791751, 31.0273, 3901.86, 10.7952, 215.188
1704795351, 39.7546, 2651.13, 16.8611, 235.716
1704798951, 29.681, 2699.12, 17.1003, 249.101
1704802551, 27.2189, 1304.13, 12.8835, 229.32
1704806151, 33.7513, 4126.94, 12.5073, 225.933
1704809751, 22.7281, 1173.95, 12.9471, 241.588
1704813351, 36.9665, 3631.42, 12.5243, 222.559
1704816951, 35.0459, 2763.79, 10.5279, 238.098
1704820551, 38.1645, 2848.52, 15.957, 207.19
1704824151, 38.5161, 3550.77, 11.9637, 219.471
1704827751, 31.3738, 1338.79, 8.77781, 209.568
1704831351, 35.8843, 3337.08, 7.6588, 203.543
1704834951, 30.5094, 1393.96, 8.80742, 243.986
1704838551, 21.0966, 1392.05, 14.1043, 211.569
1704842151, 26.461, 4368.81, 19.1285, 234.107
1704845751, 21.4522, 4762.1, 19.1203, 222.435
1704849351, 30.2726, 1690.59, 18.0955, 205.007
1704852951, 22.5488, 3070.86, 18.9776, 234.976
1704856551, 27.5723, 2409.66, 7.72933, 232.55
1704860151, 25.424, 3269.99, 15.4632, 215.816
1704863751, 25.1391, 4967.66, 14.2448, 235.273
1704867351, 26.5959, 2651.45, 14.8693, 206.194
1704870951, 37.7915, 4150.63, 6.78988, 216.567
1704874551, 30.122, 3314.12, 11.2198, 223.496
1704878151, 30.2632, 2648.05, 18.8931, 234.622
1704881751, 27.8579, 3803.34, 14.6255, 211.509
1704885351, 37.8881, 2096.64, 6.14031, 234.075
1704888951, 30.9535, 3864.16, 10.2629, 201.181
1704892551, 25.2126, 2199.44, 14.0941, 221.937
1704896151, 34.0579, 3751.41, 14.2367, 239.704
1704899751, 37.9051, 4729.76, 12.987, 203.597
1704903351, 30.3139, 2996.9, 7.09605, 222.638
1704906951, 20.0287, 1911.53, 12.0645, 239.895
1704910551, 26.3336, 3021.88, 12.5145, 248.224
1704914151, 26.1045, 1618.94, 10.6195, 241.524
1704917751, 28.3999, 3164.65, 19.9938, 215.332
1704921351, 26.9185, 4742.94, 6.06525, 234.389
1704924951, 28.318, 4643.61, 6.12194, 224.579
1704928551, 20.289, 3866.55, 5.18063, 240.713
1704932151, 29.8826, 3649.41, 15.8926, 206.923
1704935751, 27.8344, 1351.16, 11.2427, 216.502
1704939351, 21.8323, 3962.04, 14.7488, 233.513
1704942951, 32.7751, 1745.35, 17.8373, 220.64
1704946551, 24.0123, 3011.12, 10.2433, 244.97
1704950151, 28.2696, 2369.29, 18.8854, 245.638
1704953751, 27.4172, 1993.93, 8.76317, 232.25
1704957351, 34.5162, 4245.53, 14.5755, 245.043
1704960951, 39.7931, 3917.41, 18.3034, 246.343
1704964551, 34.5352, 4489.35, 8.8398, 205.388
1704968151, 29.9987, 1396.43, 6.52401, 236.072
1704971751, 32.1768, 3076, 12.778, 219.506
1704975351, 31.9257, 2703.19, 5.69376, 225.072
1704978951, 33.6547, 2105.33, 18.9512, 226.847
1704982551, 32.3598, 3204.62, 9.66874, 228.271
1704986151, 21.2789, 3137.28, 14.9469, 240.568
1704989751, 33.1849, 3185.47, 5.20706, 241.215
1704993351, 23.6014, 4401.86, 17.5085, 223.89
1704996951, 21.8005, 1528.2, 16.5248, 223.702
1705000551, 36.8808, 3305.48, 12.739, 214.933
1705004151, 21.1431, 4658.74, 12.3975, 244.512
1705007751, 24.4116, 4656.87, 16.6162, 236.515
1705011351, 29.3086, 4242.21, 7.89611, 227.793
1705014951, 22.4963, 1256.82, 13.8378, 209.933
1705018551, 28.658, 4691.14, 12.0127, 204.244
1705022151, 39.0066, 1014.89, 15.8057, 207.646
1705025751, 35.4208, 3738.8, 14.2904, 225.316
1705029351, 33.3814, 2066.7, 8.43148, 210.722
1705032951, 34.107, 4730.61, 11.9884, 233.261
1705036551, 23.6715, 1719.74, 19.6367, 230.717
1705040151, 30.4617, 2430.58, 5.72047, 231.372
1705043751, 24.0453, 2231.89, 7.23417, 214.224
1705047351, 31.6737, 3031.75, 7.31335, 217.631
1705050951, 28.6302, 4385.01, 12.7737, 242.759
1705054551, 31.6088, 4725.36, 12.5184, 200.891
1705058151, 26.8111, 3803.58, 11.0819, 237.888
1705061751, 22.4625, 3758.8, 6.21005, 208.291
1705065351, 39.0262, 1931.34, 8.58325, 248.565
1705068951, 25.1215, 1952.31, 18.8173, 237.654
1705072551, 39.6946, 1757.98, 6.07271, 230.717
1705076151, 27.2748, 3738.9, 14.4315, 241.003
1705079751, 31.8144, 3860.02, 6.86447, 228.66
1705083351, 22.3003, 2927.06, 5.78739, 221.635
1705086951, 39.9813, 3008.39, 12.2883, 203.262
1705090551, 24.4344, 1640.4, 13.1274, 243.083
1705094151, 30.7586, 3822.27, 16.6408, 246.165
1705097751, 27.8833, 4449.93, 10.9523, 209.876
1705101351, 29.2364, 3486.09, 5.75315, 220.222
1705104951, 37.3195, 1676.14, 14.3276, 226.102
1705108551, 37.2232, 3698.81, 11.0611, 206.757
1705112151, 33.7898, 4065.39, 15.1834, 206.905
1705115751, 32.3249, 1536.82, 13.0109, 208.916
1705119351, 25.48, 4411.13, 8.59583, 243.065
1705122951, 29.1324, 1035.81, 15.6678, 246.835
1705126551, 33.7397, 1457.01, 9.18022, 223.765
1705130151, 20.1455, 1582.97, 12.0039, 231.375
1705133751, 22.3002, 1115.19, 7.41181, 200.284
1705137351, 31.1003, 1424.95, 11.5397, 208.031
1705140951, 24.2827, 2732.67, 19.2221, 239.838
1705144551, 28.3052, 4062.08, 13.8059, 219.38
1705148151, 35.935, 4016.93, 8.58358, 215.503
1705151751, 21.0174, 3190.59, 14.3502, 223.6
1705155351, 38.7969, 1904.71, 9.90274, 237.315
1705158951, 26.522, 1071.84, 5.07292, 231.988
1705162551, 26.2444, 3906.17, 12.7941, 215.109
1705166151, 22.2245, 2229.97, 15.1609, 236.561
1705169751, 31.0619, 4314.82, 16.2587, 240.952
1705173351, 36.4852, 1100.49, 5.13809, 219.582
1705176951, 37.3986, 3796.67, 5.60353, 220.035
1705180551, 32.5883, 4633.52, 13.4404, 225.247
1705184151, 29.893, 3694.89, 12.2562, 204.543
1705187751, 36.0902, 3233.57, 12.1805, 244.702
1705191351, 36.0246, 3183.52, 18.6641, 217.788
1705194951, 21.166, 3999.81, 7.68873, 227.078
1705198551, 25.7777, 1171.44, 18.1774, 245.27
1705202151, 23.1599, 1029.42, 16.9825, 203.996
1705205751, 37.8297, 3376.45, 7.24488, 235.106
1705209351, 38.8842, 3635.19, 16.6371, 219.185
1705212951, 21.029, 4905.61, 6.43584, 230.492
1705216551, 26.4686, 1074.5, 19.1799, 227.719
1705220151, 33.1542, 2792.08, 17.7079, 205.168
1705223751, 36.8266, 4907.23, 17.3913, 249.882
1705227351, 23.4106, 3968.14, 13.4888, 238.511
1705230951, 30.9049, 4458.39, 5.76934, 249.149
1705234551, 23.7122, 2879.08, 18.4548, 214.109
1705238151, 27.0985, 4249.95, 9.00915, 248.112
1705241751, 22.0706, 3211.86, 10.4749, 222.965
1705245351, 25.6915, 1037.09, 13.4056, 206.159
1705248951, 26.0754, 2086.57, 15.6535, 212.79
1705252551, 36.8007, 4452.14, 11.4916, 228.878
1705256151, 38.4492, 3039.89, 15.7942, 233.725
1705259751, 24.1757, 3642.17, 19.6698, 241.508
1705263351, 26.701, 3751.39, 14.7351, 211.169
1705266951, 27.7429, 4091.99, 17.6943, 216.671
1705270551, 27.2768, 3784.72, 16.865, 207.435
1705274151, 27.0872, 4448.91, 11.8925, 210.712
1705277751, 38.2509, 1796.71, 12.8809, 210.653
1705281351, 22.5739, 3172.97, 6.64583, 231.634
1705284951, 29.5786, 4886.32, 7.08628, 217.044
1705288551, 34.0219, 4535.82, 13.261, 219.636
1705292151, 21.6799, 2611.24, 11.3243, 208.658
1705295751, 28.9909, 3092.78, 8.05635, 215.934
1705299351, 28.5655, 2934.51, 16.3716, 202.504
1705302951, 30.8853, 1081.14, 18.8711, 235.321
1705306551, 37.5679, 1428.06, 5.75831, 213.907
1705310151, 33.9402, 4618.83, 15.8257, 240.405
1705313751, 32.3709, 2871.9, 12.1934, 227.077
1705317351, 38.1293, 4597.64, 17.0737, 222.206
1705320951, 30.6433, 3088.43, 8.86612, 206.948
1705324551, 31.0427, 3829.43, 16.8176, 208.715
1705328151, 35.4817, 1530.28, 9.72202, 243.439
1705331751, 31.8614, 4830.95, 16.3881, 208.076
1705335351, 32.2609, 4441.64, 15.5762, 243.94
1705338951, 23.4984, 3356.16, 8.52277, 205.535
1705342551, 22.6978, 3431.45, 16.1801, 226.186
1705346151, 28.8161, 4063.45, 15.4957, 212.09
1705349751, 29.1682, 2522.22, 12.2323, 244.339
1705353351, 32.0463, 4142.26, 13.2938, 231.099
1705356951, 25.3588, 3033.47, 9.64374, 233.832
1705360551, 29.8823, 3121.48, 15.5622, 216.377
1705364151, 27.0925, 3908.57, 16.2491, 207.286
1705367751, 23.5828, 4607.9, 13.7468, 208.966
1705371351, 32.7349, 4114.86, 7.23004, 222.636
1705374951, 29.1457, 3574.83, 12.8553, 222.248
1705378551, 33.9635, 4355.46, 13.2903, 203.086
1705382151, 30.6907, 1225.88, 14.7195, 201.291
1705385751, 32.2141, 1437.89, 13.8898, 200.554
1705389351, 26.9796, 2436.77, 9.95704, 220.482
1705392951, 36.7431, 4208.21, 16.9019, 242.279
1705396551, 23.3162, 3353.95, 10.9756, 239.292
1705400151, 25.7771, 4368.55, 13.4469, 247.101
1705403751, 35.9432, 4406.54, 13.365, 242.371
1705407351, 36.8534, 4047.55, 11.7915, 215.764
1705410951, 25.9028, 3871, 19.3958, 204.64
1705414551, 34.3046, 2675.29, 11.5184, 208.519
1705418151, 29.8513, 2303.38, 10.6379, 213.676
1705421751, 39.0843, 3679.74, 7.89938, 247.37
1705425351, 39.9408, 1951.83, 19.5568, 224.136
1705428951, 39.7401, 4339.98, 6.91015, 242.941
1705432551, 32.3703, 3342.93, 11.9467, 228.048
1705436151, 22.0278, 3000.42, 18.5449, 246.688
1705439751, 20.4524, 2351.39, 18.1824, 236.384
1705443351, 23.2258, 1296.6, 5.35985, 239.833
1705446951, 27.1196, 1456.71, 11.4671, 235.581
1705450551, 39.2193, 4750.31, 17.775, 216.229
1705454151, 33.8803, 4058.5, 7.13434, 205.209
1705457751, 25.1563, 3391.13, 18.2971, 239.354
1705461351, 32.6049, 3741.22, 14.557, 214.904
1705464951, 24.6321, 3670.86, 19.4286, 207.041
1705468551, 34.557, 3607.16, 8.69377, 210.586
1705472151, 30.5775, 2579.39, 6.83078, 224.246
1705475751, 28.5013, 4888.62, 15.2924, 208.165
1705479351, 34.6553, 4304.54, 17.6813, 233.535
1705482951, 30.8572, 1306.17, 13.5157, 245.273
1705486551, 36.9477, 4444.37, 10.064, 246.313
1705490151, 39.8967, 2564.37, 18.274, 207.723
1705493751, 24.5525, 1370.3, 18.1537, 236.873
1705497351, 24.1987, 4968.71, 15.926, 236.623
1705500951, 30.1119, 2711.88, 7.53271, 239.906
1705504551, 23.901, 4692.24, 13.7417, 223.612
1705508151, 36.1944, 3530.18, 15.4078, 249.308
