Timestamp,Temperature (Celsius),Appliance Usage (hours),Voltage (Volts),Current (Amps),Power Consumption (Watts)
1705357421,27.149,4.55699,57.1917,18.348,554.699
1705361021,32.3232,4.11499,44.3904,17.4049,483.499
1705364621,39.5201,6.85549,49.6194,18.0595,781.549
1705368221,21.7477,3.09356,42.3072,12.7754,399.356
1705371821,20.8534,7.36827,51.0239,8.22117,805.827
1705375421,28.942,9.40117,55.67,16.7285,1021.12
1705379021,28.6241,4.09647,59.079,8.8873,484.647
1705382621,26.1677,4.47993,50.9262,12.6912,543.993
1705386221,26.2888,3.31441,55.8428,15.814,414.441
1705389821,24.3565,6.30182,44.9593,16.4127,717.182
1705393421,23.4157,7.13022,52.4644,9.8478,779.022
1705397021,22.5058,1.51293,46.2789,15.6339,224.293
1705400621,32.6215,5.17523,55.5828,8.87976,610.523
1705404221,35.2714,11.1775,42.3188,14.7325,1190.75
1705407821,32.5929,8.22705,48.0892,19.8572,876.705
1705411421,35.6443,4.16915,55.7384,17.9723,467.915
1705415021,21.4326,3.25469,51.3486,18.2468,411.469
1705418621,22.9599,11.081,43.4217,12.3012,1192.1
1705422221,27.6023,1.89529,43.7959,15.6232,273.529
1705425821,37.3558,0.80534,59.8975,17.5787,132.534
1705429421,24.0606,0.479839,54.6574,10.9067,143.984
1705433021,30.9447,7.99901,44.582,8.27433,867.901
1705436621,27.0058,3.46461,53.7284,10.3037,399.461
1705440221,29.5003,4.81501,52.1451,17.7116,554.501
1705443821,39.5132,11.6092,41.3379,14.2945,1250.92
1705447421,28.0086,11.8206,59.8517,13.4339,1236.06
1705451021,34.8982,2.48877,49.2099,7.27494,305.877
1705454621,27.5464,4.87808,47.5051,15.8925,541.808
1705458221,39.364,8.18871,55.4778,8.72423,902.871
1705461821,23.9762,0.586765,47.0608,18.0076,155.676
1705465421,36.3862,0.669895,58.0956,19.2295,133.989
1705469021,33.2956,1.55348,52.5999,9.87121,224.348
1705472621,34.04,1.74502,42.7766,8.45604,235.502
1705476221,25.9266,8.81212,59.6857,14.5535,949.212
1705479821,35.2478,4.21599,46.9771,17.3232,484.599
1705483421,29.1497,8.75466,58.6316,7.27415,951.466
1705487021,36.9864,9.09554,42.6954,17.3545,999.554
1705490621,32.3455,9.74203,51.3999,13.7668,1031.2
1705494221,37.112,8.22621,40.6153,19.591,917.621
1705497821,22.2286,3.80647,49.2361,19.0248,466.647
1705501421,26.2359,4.63034,58.7652,19.6116,515.034
1705505021,20.9083,8.70207,50.2097,10.5429,949.207
1705508621,30.4678,8.22213,42.9713,14.3472,888.213
1705512221,29.4652,0.778946,45.1033,10.1346,134.895
1705515821,20.323,2.45885,56.4354,16.5083,326.885
1705519421,34.1741,0.852224,49.0213,7.14362,135.222
1705523021,28.3217,0.0404894,54.2149,18.7943,72.0489
1705526621,20.4323,10.537,57.2265,8.9603,1115.7
1705530221,34.4738,3.55235,47.8372,9.67046,417.235
1705533821,28.466,1.69479,49.5413,11.8144,254.479
1705537421,26.2218,3.58719,48.0874,7.5483,420.719
1705541021,25.0678,9.8731,50.6552,10.5119,1069.31
1705544621,34.9332,6.49072,52.8379,19.802,745.072
1705548221,26.3919,9.21355,46.3594,15.6862,998.355
1705551821,28.5662,10.7506,43.9875,11.3177,1172.06
1705555421,36.6323,2.91206,50.6424,17.9151,348.206
1705559021,32.3836,10.8288,55.7549,15.3522,1137.88
1705562621,26.6856,1.3741,48.1155,9.31895,235.41
1705566221,33.7801,6.49189,58.1634,16.4317,704.189
1705569821,23.2888,8.625,53.0363,13.6164,934.5
1705573421,33.9707,0.6975,47.1108,9.09519,147.75
1705577021,39.9096,3.33035,42.5959,15.7204,402.035
1705580621,20.615,1.90117,48.3718,17.4577,284.117
1705584221,24.9019,11.3239,50.8145,9.42726,1211.39
1705587821,22.4003,9.00968,49.8056,15.086,951.968
1705591421,36.7905,4.29157,42.6679,19.1851,497.157
1705595021,24.7234,4.15835,56.4031,9.61293,507.835
1705598621,37.5441,5.47084,58.6218,18.9978,610.084
1705602221,21.7556,11.8662,59.0728,19.9583,1264.62
1705605821,38.5605,3.5959,59.8932,13.8033,435.59
1705609421,25.2182,11.5714,42.8181,13.1971,1222.14
1705613021,25.054,9.70296,47.1908,10.8182,1030.3
1705616621,39.7598,4.62721,55.6017,12.041,531.721
1705620221,24.722,0.701016,42.721,11.9779,131.102
1705623821,34.5733,2.87334,58.2995,7.75579,339.334
1705627421,23.3576,10.2247,49.5224,10.3382,1083.47
1705631021,37.3775,3.73047,41.2006,14.258,460.047
1705634621,30.8102,1.07388,46.1275,15.7945,185.388
1705638221,21.9203,8.8518,45.9658,11.2055,950.18
1705641821,37.3039,2.32968,50.6967,19.2986,310.968
1705645421,20.7301,3.86977,56.3726,8.27631,452.977
1705649021,32.349,11.4065,49.5669,12.5885,1213.65
1705652621,36.6484,5.91552,59.0527,12.6278,686.552
1705656221,27.1263,1.26719,43.1922,11.87,188.719
1705659821,35.2784,1.60566,49.1781,7.87719,247.566
1705663421,23.0732,4.43942,50.1267,10.5556,522.942
1705667021,28.4245,8.15126,48.3084,19.9579,879.126
1705670621,25.2052,10.4284,59.5929,13.6954,1108.84
1705674221,26.3836,11.285,54.7655,13.019,1190.5
1705677821,25.0862,0.190283,47.7505,19.7441,111.028
1705681421,32.7742,1.73142,43.4962,9.28443,226.142
1705685021,30.4515,6.13021,44.5399,16.4194,694.021
1705688621,21.9725,2.45721,54.94,11.5518,329.721
1705692221,27.7268,9.79552,49.4021,7.27573,1038.55
1705695821,32.383,7.741,43.3723,10.9801,850.1
1705699421,27.242,8.12274,57.8356,19.8127,907.274
1705703021,28.7328,5.78461,57.1416,7.06665,631.461
1705706621,30.9324,1.85065,49.0567,18.1448,275.065
1705710221,33.7172,8.51045,58.5168,15.3788,950.045
1705713821,27.8025,3.92119,50.5362,19.0736,455.119
1705717421,22.6968,10.1934,42.2199,18.8352,1114.34
1705721021,21.2889,2.21533,50.383,9.42091,295.533
1705724621,23.511,5.17627,41.3849,11.2221,581.627
1705728221,30.7028,8.39891,45.9389,8.40724,925.891
1705731821,34.5278,10.8338,40.3699,19.3152,1162.38
1705735421,31.276,8.96462,48.995,18.2266,989.462
1705739021,33.7399,1.44161,47.9733,8.59291,206.161
1705742621,22.1134,3.52622,47.3238,13.4736,439.622
1705746221,21.415,0.487798,44.601,15.1899,125.78
1705749821,25.3998,0.523116,41.1518,16.3052,122.312
1705753421,38.0836,3.80772,45.4457,8.55205,468.772
1705757021,33.71,11.7042,44.3281,15.7973,1220.42
1705760621,33.7878,8.95653,41.1298,16.4099,969.653
1705764221,28.9087,8.76112,55.7793,19.5461,966.112
1705767821,30.4501,4.83694,50.1254,18.2,545.694
1705771421,21.109,6.33977,59.8291,15.7342,724.977
1705775021,28.8258,1.96577,46.0555,8.20173,273.577
1705778621,29.2489,3.19504,56.6796,13.2935,372.504
1705782221,37.0099,3.01746,50.2017,8.37947,371.746
1705785821,27.8149,11.758,49.2056,19.0907,1264.8
1705789421,34.1179,11.5916,47.7023,8.52309,1215.16
1705793021,33.1341,11.0077,51.818,14.7948,1166.77
1705796621,29.6884,2.70441,57.5494,16.7439,333.441
1705800221,22.0658,2.91381,53.8676,11.9835,386.381
1705803821,35.0855,4.62914,43.9979,13.9196,524.914
1705807421,30.6786,0.0824127,56.5557,15.6243,91.2413
1705811021,20.9064,7.29577,43.0152,7.39872,797.577
1705814621,25.1867,0.306196,40.9046,8.04144,108.62
1705818221,20.0311,8.39441,54.2705,7.25907,932.441
1705821821,24.0312,2.03221,47.6943,8.43263,255.221
1705825421,33.7547,4.39618,59.563,14.8503,523.618
1705829021,37.0678,2.39517,50.7559,11.5347,324.517
1705832621,25.1855,11.6391,54.8296,12.3191,1238.91
1705836221,33.6655,7.22902,55.2281,9.85852,816.902
1705839821,21.4469,4.18422,47.6388,14.4627,506.422
1705843421,24.6597,1.68648,44.7517,19.5322,242.648
1705847021,38.94,6.75074,57.7148,17.6775,745.074
1705850621,20.6387,3.56154,48.6532,10.9527,438.154
1705854221,27.8459,5.59394,47.1456,8.15928,643.394
1705857821,26.2194,9.90126,54.4212,10.6762,1071.13
1705861421,30.1299,5.49926,41.9825,14.8951,624.926
1705865021,21.1484,8.35566,44.7346,13.9549,909.566
1705868621,25.1286,2.882,50.3861,14.5762,372.2
1705872221,25.7443,3.84779,44.4258,17.6743,469.779
1705875821,20.6111,6.25287,56.9091,12.4472,683.287
1705879421,33.61,10.9397,53.5838,8.76629,1162.97
1705883021,29.8108,5.07445,40.3626,10.3862,576.445
1705886621,35.2158,4.0293,51.0086,10.0906,466.93
1705890221,34.4871,10.7952,46.4742,10.3743,1161.52
1705893821,39.8442,9.28649,49.9374,8.96704,1025.65
1705897421,21.2337,8.84951,48.8028,19.0208,962.951
1705901021,27.1597,7.1502,47.8176,9.5443,771.02
1705904621,38.3545,0.490554,54.5213,18.125,137.055
1705908221,28.854,8.98589,46.5047,13.7144,985.589
1705911821,22.7274,5.18546,58.2855,16.5004,579.546
1705915421,27.1368,9.70339,40.9931,7.89782,1043.34
1705919021,27.993,10.024,59.9463,9.55541,1074.4
1705922621,35.18,6.89133,56.2584,15.3712,753.133
1705926221,31.8214,5.36281,42.8407,19.5965,625.281
1705929821,38.521,2.66418,45.3877,19.5358,352.418
1705933421,34.4901,11.1144,41.3056,14.5563,1162.44
1705937021,36.8169,11.739,40.5481,10.2061,1236.9
1705940621,30.6118,0.385542,51.4121,13.0388,108.554
1705944221,34.5152,9.56782,43.788,7.32255,1026.78
1705947821,20.8749,2.71076,40.2142,7.27494,363.076
1705951421,23.9393,8.31117,49.9112,15.0118,930.117
1705955021,38.7206,2.26593,48.5275,15.9961,302.593
1705958621,38.2651,9.27105,41.0273,13.3399,1024.11
1705962221,30.056,2.02348,42.9029,11.4034,291.348
1705965821,27.2415,1.84605,54.4462,7.97836,268.605
1705969421,31.4806,9.59368,56.5923,9.53716,1048.37
1705973021,36.256,6.64435,54.8515,12.9884,726.435
1705976621,27.9202,11.7473,49.3179,17.497,1236.73
1705980221,26.3611,3.30217,50.6394,17.6775,425.217
1705983821,39.2921,11.6984,54.1398,12.3005,1234.84
1705987421,33.7829,1.83369,55.418,18.5539,261.369
1705991021,27.5205,11.3419,49.1348,15.7969,1210.19
1705994621,36.378,6.1587,41.5101,18.4841,682.87
1705998221,22.4173,6.81578,54.4475,13.0884,743.578
1706001821,29.5595,3.49138,55.3014,15.8338,424.138
1706005421,39.9896,5.41154,54.0617,12.5254,618.154
1706009021,30.8801,5.25889,56.9481,12.3001,575.889
1706012621,31.4698,3.40171,58.8733,8.59886,396.171
1706016221,39.0032,7.77143,41.8879,12.9075,867.143
1706019821,23.2186,8.15922,45.8028,8.11444,886.922
1706023421,23.0502,4.96154,51.1222,19.9032,563.154
1706027021,37.185,11.4484,49.2929,11.0269,1237.84
1706030621,31.3215,0.184378,54.0196,18.657,75.4378
1706034221,33.1785,9.51619,49.067,13.3482,1005.62
1706037821,21.9775,11.8653,43.8374,10.7794,1258.53
1706041421,39.9824,9.51293,54.0178,13.7363,1043.29
1706045021,29.3124,9.27379,54.7765,9.12058,1026.38
1706048621,34.9335,4.27605,48.9846,16.8812,503.605
1706052221,26.2934,7.3719,42.7113,14.7785,818.19
1706055821,20.8483,0.642368,51.5592,13.7378,122.237
1706059421,26.1822,6.98198,42.2639,11.2828,774.198
1706063021,30.1275,1.14749,42.3164,19.0994,172.749
1706066621,22.6797,7.79536,53.0418,15.4315,847.536
1706070221,25.9929,10.9229,46.6256,14.1822,1153.29
1706073821,34.8472,10.6129,50.2884,11.3848,1133.29
1706077421,38.3616,0.1274,41.8293,19.7996,90.74
1706081021,24.9498,7.05718,52.2471,11.2804,794.718
1706084621,25.9046,5.70355,42.7143,14.5885,643.355
1706088221,32.7694,3.2148,40.7788,12.3572,374.48
1706091821,34.1643,7.3423,43.202,9.64824,800.23
1706095421,25.587,10.3599,55.7567,14.0632,1119.99
1706099021,23.0893,8.81541,45.6862,16.0298,963.541
1706102621,26.8793,8.20873,59.8572,12.4659,916.873
1706106221,31.7631,2.94499,53.8572,8.89801,373.499
1706109821,33.9468,8.03666,51.2149,19.0911,880.666
1706113421,24.9242,4.44356,42.6868,9.98944,520.356
1706117021,20.9674,1.92231,59.4012,8.76193,262.231
1706120621,29.9095,1.05473,53.0705,8.31718,196.473
1706124221,39.7705,9.59885,47.8811,15.6716,1009.88
1706127821,28.0448,11.0697,50.7981,17.1153,1175.97
1706131421,36.993,7.36819,56.0015,18.4364,818.819
1706135021,22.826,1.46395,42.7534,11.8137,201.395
1706138621,24.5461,0.501317,58.1066,7.91449,109.132
1706142221,31.2861,8.96292,59.787,14.577,967.292
1706145821,39.3695,2.34111,49.1702,13.6617,305.111
1706149421,21.8272,3.77394,58.2708,9.71767,443.394
1706153021,25.7013,9.16061,57.7465,9.76727,980.061
1706156621,25.1779,10.2739,43.3357,13.2633,1101.39
1706160221,22.7374,11.271,50.6864,10.0307,1185.1
1706163821,29.2416,7.6034,58.6688,17.1891,818.34
1706167421,29.7686,7.08199,42.4018,10.6191,758.199
1706171021,26.1193,11.8654,43.1245,19.5207,1277.54
1706174621,20.7055,9.86058,46.9417,9.16858,1066.06
1706178221,36.9617,6.81925,45.7015,19.7195,732.925
1706181821,34.3366,5.48462,46.3515,18.3262,647.462
1706185421,29.5711,9.35985,40.1294,12.6607,993.985
1706189021,39.6068,7.62153,46.1812,9.62603,856.153
1706192621,39.7307,10.217,51.0123,12.2029,1093.7
1706196221,32.0611,8.70785,41.0547,19.9929,940.785
1706199821,39.0437,8.08292,57.5396,10.9583,888.292
1706203421,32.3547,5.99593,52.4912,7.63717,649.593
1706207021,31.5,0.0897195,40.8576,12.5357,70.9719
1706210621,36.6774,1.88667,40.1007,19.3597,264.667
1706214221,33.1596,10.198,49.6316,19.3493,1079.8
1706217821,36.6292,2.21433,58.4228,19.8465,280.433
1706221421,35.884,1.37014,57.7502,15.2217,216.014
1706225021,22.1778,9.9444,47.4764,17.1343,1057.44
1706228621,37.3727,8.76812,41.0144,9.55501,967.812
1706232221,33.2075,5.81466,58.1268,10.5822,646.466
1706235821,26.1114,0.763533,48.3786,12.9424,152.353
1706239421,33.559,7.89681,56.0338,15.1173,886.681
1706243021,23.1291,5.78681,50.5881,11.8494,677.681
1706246621,33.036,6.67915,52.8678,15.7938,751.915
1706250221,31.9047,3.78277,57.2045,12.5762,447.277
1706253821,32.0178,6.8352,53.0192,14.4623,749.52
1706257421,24.413,8.40329,44.6046,14.1854,922.329
1706261021,22.8458,11.5522,50.7968,8.21998,1222.22
1706264621,28.1329,6.80835,55.0908,17.6152,750.835
1706268221,32.7909,10.5685,59.5611,10.9103,1155.85
1706271821,21.8563,3.57195,53.2145,7.90457,427.195
1706275421,24.7161,2.83183,52.8587,16.905,376.183
1706279021,32.2535,1.1859,42.3457,7.46538,184.59
1706282621,36.4883,9.4868,40.9619,9.35347,1031.68
1706286221,28.1067,10.9061,54.8534,18.7427,1168.61
1706289821,39.8861,7.04636,46.7019,19.639,771.636
1706293421,20.6253,5.00924,55.5589,15.5938,566.924
1706297021,27.7057,7.15322,54.7008,8.55879,783.322
1706300621,39.682,7.33481,42.8645,7.3535,798.481
1706304221,33.9202,5.36383,40.4798,17.4295,591.383
1706307821,25.2532,5.34147,57.5951,11.9827,624.147
1706311421,23.1657,1.36583,52.9948,17.4049,208.583
1706315021,36.4094,2.10241,58.7176,11.0721,260.241
1706318621,21.5374,9.04464,58.4014,17.5898,981.464
1706322221,39.3731,9.80441,40.1318,16.8757,1057.44
1706325821,35.9955,2.93719,46.8111,14.4694,370.719
1706329421,28.5422,11.0242,46.2032,8.12635,1177.42
1706333021,26.7206,5.01163,49.9185,9.53755,577.163
1706336621,24.6737,5.05679,58.1146,8.26798,585.679
1706340221,32.0037,6.73013,48.2015,16.3179,759.013
1706343821,31.7441,9.77053,50.9873,19.0304,1047.05
1706347421,35.6147,1.1315,54.423,10.9059,206.15
1706351021,37.0757,2.62599,45.4891,11.1261,318.599
1706354621,28.3567,11.6313,57.8253,10.3302,1260.13
1706358221,25.9689,6.77023,59.8791,17.3645,766.023
1706361821,37.0273,9.81675,53.3226,8.04859,1060.67
1706365421,30.895,1.23319,51.6111,8.78613,176.319
1706369021,36.8492,8.32489,54.5476,8.41279,890.489
1706372621,20.8173,8.9644,44.2116,8.66829,979.44
1706376221,30.3292,5.76541,51.3749,11.5451,669.541
1706379821,25.9645,0.823689,47.6864,12.5214,179.369
1706383421,26.8906,0.209052,53.9836,16.4393,107.905
1706387021,38.6,1.74097,41.6938,18.6673,252.097
1706390621,27.9316,10.8697,59.1601,11.7883,1183.97
1706394221,38.4893,7.05736,42.6283,7.72802,784.736
1706397821,26.7271,7.55352,52.8599,19.7643,849.352
1706401421,35.3589,9.37915,41.1151,11.5403,1011.92
1706405021,25.2269,10.6971,58.5522,16.2583,1120.71
1706408621,31.4219,10.2863,57.705,8.71233,1080.63
1706412221,32.7342,8.78939,46.072,13.651,956.939
1706415821,20.3068,11.2021,44.2775,12.4639,1171.21
1706419421,25.3445,3.1485,43.0805,18.5678,413.85
1706423021,31.3007,7.93256,59.3463,18.5396,843.256
1706426621,22.2303,4.06953,53.3146,9.96246,487.953
1706430221,25.114,2.63345,49.5248,13.1364,313.345
1706433821,36.4506,0.0177073,55.0475,15.8802,75.7707
1706437421,31.46,7.77178,59.4964,8.91467,857.178
1706441021,26.8713,5.01754,42.1528,9.95175,570.754
1706444621,30.5283,2.54544,51.2571,12.5091,345.544
1706448221,36.1734,9.18111,51.2735,15.789,977.111
1706451821,36.043,7.74853,42.8742,15.5716,841.853
1706455421,20.5833,8.83772,44.4203,17.5021,960.772
1706459021,37.16,11.8017,59.7882,18.4428,1232.17
1706462621,29.9386,5.39541,59.3597,19.2517,631.541
1706466221,22.0755,3.99118,50.5301,9.12296,459.118
1706469821,31.3589,5.20394,52.8025,17.6584,602.394
1706473421,21.1937,11.4209,55.9319,11.5034,1235.09
1706477021,26.4181,8.22545,56.3256,11.6768,879.545
1706480621,24.223,8.47054,59.0551,13.8596,915.054
1706484221,35.3621,1.37522,54.5024,7.7907,211.522
1706487821,31.7151,7.02237,44.6956,8.62346,787.237
1706491421,22.1851,8.44469,51.5049,13.7573,902.469
1706495021,25.0354,11.8938,44.8421,17.4513,1271.38
1706498621,37.5645,9.06181,48.8418,19.2418,995.181
1706502221,35.3706,10.4512,42.4415,19.8401,1137.12
1706505821,31.4709,0.425227,45.5818,16.1338,127.523
1706509421,21.1339,7.64078,52.7537,14.0259,853.078
1706513021,27.6794,11.7473,45.688,8.78851,1225.73
1706516621,25.8104,0.0925377,41.9062,9.83114,70.2538
1706520221,37.0719,4.16012,47.6235,18.4983,496.012
1706523821,24.8431,10.395,58.5791,9.59706,1101.5
1706527421,29.7647,9.67546,51.5738,12.7785,1026.55
1706531021,38.5159,11.976,49.4418,8.47548,1266.6
1706534621,27.2659,9.34364,42.0063,10.2188,1013.36
1706538221,22.7009,5.41601,44.659,7.3039,617.601
1706541821,31.6951,3.78902,40.3882,14.2687,454.902
1706545421,32.5381,3.60927,58.8641,14.1393,442.927
1706549021,38.7463,8.87576,47.0925,9.08249,964.576
1706552621,22.4687,8.57237,58.0462,9.43321,954.237
1706556221,29.1424,2.81185,55.5162,7.02261,370.185
1706559821,22.9538,10.2892,56.2725,15.9271,1124.92
1706563421,37.0553,3.735,57.5408,8.25489,447.5
1706567021,36.005,4.70353,50.5802,14.6956,563.353
1706570621,39.5012,1.7549,40.2869,18.7035,228.49
1706574221,38.5228,4.73105,40.2234,12.6,529.105
1706577821,28.1057,3.61575,52.1305,13.0432,440.575
1706581421,30.2164,3.73232,50.2542,8.72066,461.232
1706585021,31.0082,11.4811,43.6366,18.106,1238.11
1706588621,34.8169,10.07,51.6324,16.3912,1103
1706592221,35.9714,4.4344,58.9611,17.56,528.44
1706595821,27.5254,6.17244,43.2423,17.2438,712.244
1706599421,37.981,3.21627,57.821,14.7769,375.627
1706603021,30.2645,8.1852,57.7715,10.429,870.52
1706606621,27.1643,1.7723,59.9127,11.8823,238.23
1706610221,29.4953,8.38889,55.9673,11.9485,906.889
1706613821,25.9193,7.13278,55.0877,15.8616,786.278
1706617421,29.7578,11.2045,44.7499,16.9931,1180.45
1706621021,35.0127,5.97018,46.2398,12.7988,688.018
1706624621,34.4899,10.9633,56.5838,11.4379,1193.33
1706628221,22.7715,0.206957,40.1636,18.5221,113.696
1706631821,27.9958,3.38514,42.8455,11.315,422.514
1706635421,24.6442,3.27797,47.1737,13.7371,425.797
1706639021,32.6019,10.104,45.2474,11.2999,1071.4
1706642621,23.0921,9.35059,45.439,14.7741,1006.06
1706646221,38.7296,9.4168,59.0564,7.15354,1013.68
1706649821,26.5995,7.07831,43.4046,15.9679,800.831
1706653421,23.5332,7.13658,52.5529,7.73952,769.658
1706657021,31.1524,3.24927,45.7161,18.0814,400.927
1706660621,28.4969,4.46969,41.2604,9.85018,502.969
1706664221,20.8514,6.69882,47.3244,10.6758,724.882
1706667821,35.3445,2.83904,55.5046,8.74129,368.904
1706671421,31.2583,10.2743,59.414,10.5536,1104.43
1706675021,38.6802,1.61002,48.3535,7.09006,253.002
1706678621,30.9645,11.375,41.8995,8.99759,1213.5
1706682221,24.5035,8.64782,50.4062,11.236,930.782
1706685821,30.1423,0.953101,53.0833,15.0939,146.31
1706689421,37.8084,8.63727,50.7279,18.0925,930.727
1706693021,32.5009,2.58896,40.0549,15.6124,333.896
1706696621,23.236,2.05558,52.0396,7.23685,281.558
1706700221,28.4398,6.91986,56.1229,9.33403,764.986
1706703821,22.6134,1.0824,55.4912,7.43403,170.24
1706707421,34.2638,3.23764,56.4397,16.9852,381.764
1706711021,26.594,1.81126,58.504,10.4163,240.126
1706714621,28.7935,3.00191,42.5636,15.7077,368.191
1706718221,30.449,6.71307,40.777,9.24555,748.307
1706721821,27.8549,0.620598,53.4477,9.85217,138.06
1706725421,31.5799,6.8893,51.0953,10.0894,753.93
1706729021,38.4606,7.1319,46.7977,19.4985,775.19
1706732621,37.6054,4.97285,53.5362,7.97717,574.285
1706736221,37.1311,8.27672,53.375,11.0479,916.672
1706739821,26.9126,7.97463,48.6056,13.0757,882.463
1706743421,34.6037,10.1918,50.1309,10.2148,1081.18
1706747021,23.2122,4.36865,55.1787,12.4711,524.865
1706750621,38.0287,5.45894,58.5846,9.25825,637.894
1706754221,28.4112,4.36751,45.4006,15.4046,535.751
1706757821,31.3141,11.4273,45.0264,19.1272,1203.73
1706761421,35.7873,0.154827,49.443,12.5452,85.4827
1706765021,33.1709,7.8371,51.5482,7.80538,835.71
1706768621,23.1164,1.79401,52.6707,12.3393,278.401
1706772221,34.7801,8.1028,53.9213,19.3156,901.28
1706775821,31.1193,2.3088,56.8664,7.81967,324.88
1706779421,35.7272,11.048,56.657,15.0451,1156.8
1706783021,37.701,2.22509,52.2178,18.68,297.509
1706786621,28.6896,1.58662,49.487,16.0731,253.662
1706790221,31.4676,5.93276,50.2298,18.9919,646.276
1706793821,20.9281,11.5801,55.6536,14.4837,1214.01
1706797421,22.8513,9.97501,42.1522,12.8194,1087.5
1706801021,36.9898,10.7581,53.2139,12.0029,1163.81
1706804621,27.2879,1.94178,55.3581,11.29,268.178
1706808221,27.0852,7.01765,58.5778,18.196,766.765
1706811821,23.4116,6.96512,43.8893,10.5211,757.512
1706815421,39.4862,11.0357,59.1833,18.6602,1157.57
1706819021,23.1013,4.92379,51.644,17.3192,586.379
1706822621,29.498,10.6795,42.0966,14.6472,1133.95
1706826221,31.4229,5.85145,49.7952,12.8876,676.145
1706829821,26.6373,10.9715,59.9182,7.07538,1170.15
1706833421,25.4483,4.60676,56.6771,12.0136,540.676
1706837021,26.2769,0.797636,57.0867,18.5067,135.764
1706840621,34.8773,8.64883,40.8863,8.48143,960.883
1706844221,20.2629,0.202036,41.175,8.00812,99.2036
1706847821,25.0754,0.316283,49.3411,8.92618,121.628
1706851421,31.0806,8.49388,57.3547,7.55187,932.388
1706855021,29.1949,4.41454,53.9323,8.08112,526.454
1706858621,28.6599,7.24995,42.5568,7.27375,783.995
1706862221,25.1765,3.84809,55.7762,8.56117,461.809
1706865821,27.0834,11.1467,51.3614,19.2525,1202.67
1706869421,20.2113,5.68663,47.3537,19.0264,618.663
1706873021,37.7793,7.04668,50.82,15.9822,766.668
1706876621,22.0208,1.93402,52.5523,7.97836,262.402
1706880221,27.0988,9.01238,48.8339,10.1291,995.238
1706883821,32.9558,6.76647,45.2815,15.6291,733.647
1706887421,37.9587,5.9121,42.7522,13.042,648.21
1706891021,28.7076,0.926912,51.4573,14.3794,181.691
1706894621,21.7396,8.93948,44.1279,10.4826,955.948
1706898221,26.5785,7.04665,49.1568,7.62209,778.665
1706901821,30.8275,0.0933208,44.5003,9.76449,93.3321
1706905421,36.992,9.64356,40.2551,11.9037,1043.36
1706909021,21.0698,5.26803,48.2308,8.58736,590.803
1706912621,28.4984,6.77395,56.2438,16.1036,732.395
1706916221,30.5172,1.40505,44.2079,11.9152,216.505
1706919821,31.6504,8.89413,43.7959,19.3462,986.413
1706923421,36.5792,1.50126,51.268,18.9371,220.126
1706927021,24.2313,5.83131,54.431,19.9544,669.131
1706930621,38.691,10.3223,44.8616,12.0573,1122.23
1706934221,25.3896,7.1942,59.8523,19.0149,807.42
1706937821,33.8836,9.42399,47.3916,15.6458,1033.4
1706941421,27.0806,5.10226,52.6988,7.19718,589.226
1706945021,25.3658,3.53699,54.1948,8.52983,415.699
1706948621,30.0825,8.08047,54.0593,11.4558,877.047
1706952221,21.2619,1.49632,43.9296,16.5896,227.632
1706955821,24.6221,6.7841,56.624,12.2628,772.41
1706959421,32.154,10.4459,58.5467,14.9047,1116.59
1706963021,39.5857,8.9721,48.3328,15.253,984.21
1706966621,31.6858,10.7611,46.6683,12.3877,1154.11
1706970221,31.6862,0.563082,48.3004,13.6287,114.308
1706973821,22.1105,3.97567,57.5347,17.2625,490.567
1706977421,25.6831,3.92641,47.1316,19.6287,467.641
1706981021,38.2823,5.21395,43.1373,12.8154,573.395
1706984621,32.172,0.125499,40.047,14.811,105.55
1706988221,32.2123,9.98676,46.4272,12.1414,1061.68
1706991821,33.8862,4.78654,55.9551,8.06168,529.654
1706995421,35.5879,1.09481,55.7842,8.74209,196.481
1706999021,31.7247,8.78758,41.2781,14.1651,962.758
1707002621,28.1949,11.7043,43.0842,17.4886,1223.43
1707006221,33.2546,2.22559,56.4354,8.64211,309.559
1707009821,28.8948,3.2675,46.8996,18.1865,378.75
1707013421,38.7347,10.2261,47.9196,17.4724,1109.61
1707017021,39.8685,10.7091,46.3424,7.46934,1166.91
1707020621,36.0697,11.1045,52.4107,16.3813,1168.45
1707024221,28.0369,7.21093,47.1859,14.5885,809.093
1707027821,28.8573,2.21611,53.7303,19.7778,283.611
1707031421,37.8482,11.4544,42.7223,14.4726,1213.44
1707035021,33.5156,10.2562,51.3498,16.1929,1106.62
1707038621,27.9118,3.89767,49.8196,9.88549,481.767
1707042221,37.4798,11.9393,52.9173,19.4477,1272.93
1707045821,21.4099,11.2025,48.3309,11.1555,1209.25
1707049421,23.8173,9.31138,55.5004,16.7709,1011.14
1707053021,33.5698,0.272775,41.9086,12.4881,100.277
1707056621,26.8662,4.15087,53.419,16.9185,468.087
1707060221,38.4011,11.887,42.8309,10.8769,1253.7
1707063821,35.3256,5.53249,47.1389,12.0755,622.249
1707067421,23.1123,1.78665,55.2031,15.7525,247.665
1707071021,20.2019,6.45091,50.217,9.10273,702.091
1707074621,32.031,8.16397,42.3634,12.3548,889.397
1707078221,31.6486,10.488,42.3023,14.6527,1117.8
1707081821,26.9962,4.09591,47.9342,10.0382,490.591
1707085421,22.756,2.06193,58.0731,9.92239,282.193
